"","metadata","value","coef","stderr","N","N.not.0","pval","qval","Site","ID","pwy","Type","pheno_Count","pair"
"308","Age_when_itchy_skin_began","5 to 10 years old",-1.29322129799106,0.442930790695474,393,380,0.00391779245717071,0.0420687228896195,"Ax","PWY-6122","5-aminoimidazole ribonucleotide biosynthesis II","variable",9,"PWY-6122-Age_when_itchy_skin_began"
"309","Age_when_itchy_skin_began","5 to 10 years old",-1.29322129799106,0.442930790695474,393,380,0.00391779245717071,0.0420687228896195,"Ax","PWY-6277","superpathway of 5-aminoimidazole ribonucleotide biosynthesis","variable",9,"PWY-6277-Age_when_itchy_skin_began"
"310","Age_when_itchy_skin_began","5 to 10 years old",-2.41692247763336,0.832107483037796,393,376,0.00409908151717683,0.0427696618679016,"Ax","HISDEG-PWY","L-histidine degradation I","variable",9,"HISDEG-PWY-Age_when_itchy_skin_began"
"311","Age_when_itchy_skin_began","5 to 10 years old",-2.81203597323038,0.976486219877823,393,352,0.00442023010470153,0.0448511421633018,"Ax","PWY-6700","queuosine biosynthesis","variable",9,"PWY-6700-Age_when_itchy_skin_began"
"312","Age","Age",0.794663622798971,0.194550283560951,393,328,6.40935502183814e-05,0.0101267809345043,"Ax","PWY-6168","flavin biosynthesis III (fungi)","variable",NA,"PWY-6168-Age"
"313","Antibiotic_use_in_the_last_month","Yes",-1.17997306901006,0.367983819943825,393,381,0.00157523615263249,0.0191451778550718,"Ax","PWY-7357","thiamin formation from pyrithiamine and oxythiamine (yeast)","variable",12,"PWY-7357-Antibiotic_use_in_the_last_month"
"314","Antibiotic_use_in_the_last_month","Yes",-0.771639683695537,0.246943786879236,393,380,0.00205939734977517,0.0225961653655887,"Ax","PWY-7197","pyrimidine deoxyribonucleotide phosphorylation","variable",12,"PWY-7197-Antibiotic_use_in_the_last_month"
"315","Antibiotic_use_in_the_last_month","Yes",-1.1208416023243,0.391377412852568,393,378,0.00464954741373346,0.0349823091128518,"Ax","PWY-6121","5-aminoimidazole ribonucleotide biosynthesis I","variable",12,"PWY-6121-Antibiotic_use_in_the_last_month"
"316","Antibiotic_use_in_the_last_month","Yes",-0.663700329659566,0.232301422460231,393,383,0.0047555018624965,0.0353311864139664,"Ax","PWY-7228","superpathway of guanosine nucleotides de novo biosynthesis I","variable",12,"PWY-7228-Antibiotic_use_in_the_last_month"
"317","Antibiotic_use_in_the_last_month","Yes",-1.34770897363055,0.493139725508233,393,373,0.0068561078468648,0.046293377769429,"Ax","PWY-7199","pyrimidine deoxyribonucleosides salvage","variable",12,"PWY-7199-Antibiotic_use_in_the_last_month"
"318","Antibiotic_use_in_the_last_month","Yes",-1.65068119997957,0.60526819090716,393,371,0.0069702678705618,0.0466653526927442,"Ax","PWY-6386","UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)","variable",12,"PWY-6386-Antibiotic_use_in_the_last_month"
"319","Antibiotic_use_in_the_last_month","Yes",-1.10008459944687,0.40914201977838,393,377,0.00779600378379128,0.0489114948211329,"Ax","PWY-7229","superpathway of adenosine nucleotides de novo biosynthesis I","variable",12,"PWY-7229-Antibiotic_use_in_the_last_month"
"320","Body_odor_feet","Yes",1.34508150503823,0.39479815770937,393,383,0.000803868515217868,0.011982191075889,"Ax","PWY-7220","adenosine deoxyribonucleotides de novo biosynthesis II","variable",6,"PWY-7220-Body_odor_feet"
"321","Body_odor_feet","Yes",1.34508150503823,0.39479815770937,393,383,0.000803868515217868,0.011982191075889,"Ax","PWY-7222","guanosine deoxyribonucleotides de novo biosynthesis II","variable",6,"PWY-7222-Body_odor_feet"
"322","Body_odor_trunk","Yes",-2.28082872622505,0.744419774066001,393,382,0.00250996919909839,0.0271626803738045,"Ax","PWY-4981","L-proline biosynthesis II (from arginine)","variable",5,"PWY-4981-Body_odor_trunk"
"323","Current_skin_condition_severity","Moderate",-1.11083994375638,0.372066170733961,393,376,0.00319979407991857,0.0465654243735519,"Ax","PWY-5686","UMP biosynthesis","variable",17,"PWY-5686-Current_skin_condition_severity"
"324","Currently_have_a_skin_condition","Yes",-0.829073310704622,0.267911957528441,393,376,0.00226426357898575,0.0255538318199821,"Ax","PWY-5686","UMP biosynthesis","variable",36,"PWY-5686-Currently_have_a_skin_condition"
"325","Currently_have_a_skin_condition","Yes",-0.747785457528571,0.247536694388781,393,378,0.0028637865641485,0.0281440465156409,"Ax","PWY-6123","inosine-5'-phosphate biosynthesis I","variable",36,"PWY-6123-Currently_have_a_skin_condition"
"326","Currently_have_fungal_FeetBodyGroin","Yes",-1.9683071318183,0.705096213673739,393,339,0.00576148798087159,0.0455424559745269,"Ax","GLUTORN-PWY","L-ornithine biosynthesis","variable",12,"GLUTORN-PWY-Currently_have_fungal_FeetBodyGroin"
"327","Currently_have_fungal_FeetBodyGroin","Yes",0.779849245722641,0.283795708977102,393,384,0.00655927375876038,0.0499412284338212,"Ax","PWY-2942","L-lysine biosynthesis III","variable",12,"PWY-2942-Currently_have_fungal_FeetBodyGroin"
"328","Currently_have_psoriasis","Yes",-2.5912753991763,0.594431417717256,393,380,1.95084848287542e-05,0.000811142263932413,"Ax","PWY-6122","5-aminoimidazole ribonucleotide biosynthesis II","variable",5,"PWY-6122-Currently_have_psoriasis"
"329","Currently_have_psoriasis","Yes",-2.5912753991763,0.594431417717256,393,380,1.95084848287542e-05,0.000811142263932413,"Ax","PWY-6277","superpathway of 5-aminoimidazole ribonucleotide biosynthesis","variable",5,"PWY-6277-Currently_have_psoriasis"
"330","Currently_have_psoriasis","Yes",-2.88528319722593,0.668209721692167,393,375,2.3385607508597e-05,0.000890613014018912,"Ax","THRESYN-PWY","superpathway of L-threonine biosynthesis","variable",5,"THRESYN-PWY-Currently_have_psoriasis"
"331","Currently_have_psoriasis","Yes",1.24299491396728,0.301782195649354,393,385,5.32569056767913e-05,0.00150260555302375,"Ax","COA-PWY-1","coenzyme A biosynthesis II (mammalian)","variable",5,"COA-PWY-1-Currently_have_psoriasis"
"332","Currently_have_psoriasis","Yes",-2.82081556816933,0.705924935702925,393,373,8.70906246706039e-05,0.00221940624160571,"Ax","PWY-3001","superpathway of L-isoleucine biosynthesis I","variable",5,"PWY-3001-Currently_have_psoriasis"
"333","Currently_have_psoriasis","Yes",-2.41641598383421,0.622227133724183,393,378,0.000134417211897839,0.00294971103886924,"Ax","PWY-6121","5-aminoimidazole ribonucleotide biosynthesis I","variable",5,"PWY-6121-Currently_have_psoriasis"
"334","Currently_have_psoriasis","Yes",-2.71200257721442,0.699912358052175,393,379,0.000139393234650745,0.00297623392902941,"Ax","PWY-7111","pyruvate fermentation to isobutanol (engineered)","variable",5,"PWY-7111-Currently_have_psoriasis"
"335","Currently_have_psoriasis","Yes",-1.36428398949889,0.357157253346825,393,383,0.000155500411935896,0.00308152580382093,"Ax","PWY-5188","tetrapyrrole biosynthesis I (from glutamate)","variable",5,"PWY-5188-Currently_have_psoriasis"
"336","Currently_have_psoriasis","Yes",-2.43031493982446,0.640919908442505,393,378,0.000190792214353057,0.00342558748497534,"Ax","PWY-6123","inosine-5'-phosphate biosynthesis I","variable",5,"PWY-6123-Currently_have_psoriasis"
"337","Currently_have_psoriasis","Yes",-2.54135483041682,0.671029280319246,393,378,0.000195171314252593,0.0034263408502122,"Ax","PWY-6124","inosine-5'-phosphate biosynthesis II","variable",5,"PWY-6124-Currently_have_psoriasis"
"338","Currently_have_psoriasis","Yes",-2.35304122498815,0.636266062419484,393,377,0.000274094628878384,0.00470727732204181,"Ax","PWY-7229","superpathway of adenosine nucleotides de novo biosynthesis I","variable",5,"PWY-7229-Currently_have_psoriasis"
"339","Currently_have_psoriasis","Yes",-2.90061088077663,0.800854275004755,393,369,0.000358852128629915,0.00581374612066398,"Ax","PWY0-166","superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)","variable",5,"PWY0-166-Currently_have_psoriasis"
"340","Currently_have_psoriasis","Yes",-3.09596986864063,0.861524466877299,393,377,0.000401176220150631,0.00633858427837997,"Ax","PWY-5103","L-isoleucine biosynthesis III","variable",5,"PWY-5103-Currently_have_psoriasis"
"341","Currently_have_psoriasis","Yes",-1.6112558979505,0.450746800677376,393,381,0.000426011345892973,0.0065989992795186,"Ax","PWY-6151","S-adenosyl-L-methionine cycle I","variable",5,"PWY-6151-Currently_have_psoriasis"
"342","Currently_have_psoriasis","Yes",-2.20808806203891,0.618294611846435,393,376,0.000434885232556676,0.00660691026384181,"Ax","PWY-6126","superpathway of adenosine nucleotides de novo biosynthesis II","variable",5,"PWY-6126-Currently_have_psoriasis"
"343","Currently_have_psoriasis","Yes",-2.91181321793783,0.823980654231027,393,369,0.00049404242882249,0.00684725471525907,"Ax","PWY-7184","pyrimidine deoxyribonucleotides de novo biosynthesis I","variable",5,"PWY-7184-Currently_have_psoriasis"
"344","Currently_have_psoriasis","Yes",-2.95884675675041,0.847060380800979,393,377,0.000575608299388542,0.00745459928716308,"Ax","BRANCHED-CHAIN-AA-SYN-PWY","superpathway of branched amino acid biosynthesis","variable",5,"BRANCHED-CHAIN-AA-SYN-PWY-Currently_have_psoriasis"
"345","Currently_have_psoriasis","Yes",-2.7539775257787,0.79189360490267,393,374,0.000610187847455478,0.00765156189666394,"Ax","PANTO-PWY","phosphopantothenate biosynthesis I","variable",5,"PANTO-PWY-Currently_have_psoriasis"
"346","Currently_have_psoriasis","Yes",-2.87023477019528,0.87494303994758,393,361,0.0011953679981468,0.0122536909376124,"Ax","HISTSYN-PWY","L-histidine biosynthesis","variable",5,"HISTSYN-PWY-Currently_have_psoriasis"
"347","Currently_have_psoriasis","Yes",-2.29191990097813,0.703873958382168,393,375,0.00129454596127676,0.0129165704975486,"Ax","PWY-5189","tetrapyrrole biosynthesis II (from glycine)","variable",5,"PWY-5189-Currently_have_psoriasis"
"348","Currently_have_psoriasis","Yes",-2.46525720539861,0.75722825961159,393,368,0.00130800713899226,0.0129165704975486,"Ax","PWY-6163","chorismate biosynthesis from 3-dehydroquinate","variable",5,"PWY-6163-Currently_have_psoriasis"
"349","Currently_have_psoriasis","Yes",-3.0778976107363,0.958987794806451,393,371,0.00152158799609853,0.0146592014258273,"Ax","PWY-6386","UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)","variable",5,"PWY-6386-Currently_have_psoriasis"
"350","Currently_have_psoriasis","Yes",-2.90961081355641,0.909522801364322,393,367,0.00157618447137279,0.0150022377395723,"Ax","PWY-724","superpathway of L-lysine, L-threonine and L-methionine biosynthesis II","variable",5,"PWY-724-Currently_have_psoriasis"
"351","Currently_have_psoriasis","Yes",-2.35406430743836,0.741451215162079,393,377,0.00171222143805107,0.0160815429317153,"Ax","ILEUSYN-PWY","L-isoleucine biosynthesis I (from threonine)","variable",5,"ILEUSYN-PWY-Currently_have_psoriasis"
"352","Currently_have_psoriasis","Yes",-2.81396220524774,0.887441954532107,393,370,0.00173029259391873,0.0160815429317153,"Ax","PWY-7234","inosine-5'-phosphate biosynthesis III","variable",5,"PWY-7234-Currently_have_psoriasis"
"353","Currently_have_psoriasis","Yes",-2.16361317446603,0.688492710497651,393,376,0.00190298922822913,0.0172800171298967,"Ax","PWY-5686","UMP biosynthesis","variable",5,"PWY-5686-Currently_have_psoriasis"
"354","Currently_have_psoriasis","Yes",-1.19864685754263,0.385125111256601,393,383,0.00209132063967554,0.0179196852263584,"Ax","PWY-7208","superpathway of pyrimidine nucleobases salvage","variable",5,"PWY-7208-Currently_have_psoriasis"
"355","Currently_have_psoriasis","Yes",-2.55759750994005,0.826356617481085,393,368,0.0022157369703671,0.0182336688186459,"Ax","PEPTIDOGLYCANSYN-PWY","peptidoglycan biosynthesis I (meso-diaminopimelate containing)","variable",5,"PEPTIDOGLYCANSYN-PWY-Currently_have_psoriasis"
"356","Currently_have_psoriasis","Yes",-1.8341310139765,0.59841354875635,393,381,0.00243542595084968,0.0194342070825378,"Ax","PWY-7357","thiamin formation from pyrithiamine and oxythiamine (yeast)","variable",5,"PWY-7357-Currently_have_psoriasis"
"357","Currently_have_psoriasis","Yes",-2.59522341670216,0.865422262667716,393,368,0.00301369100868628,0.0218423476776345,"Ax","PWY-6387","UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)","variable",5,"PWY-6387-Currently_have_psoriasis"
"358","Currently_have_psoriasis","Yes",-2.74895625308317,0.938614294803553,393,366,0.0037555560020548,0.0250567642472864,"Ax","ARO-PWY","chorismate biosynthesis I","variable",5,"ARO-PWY-Currently_have_psoriasis"
"359","Currently_have_psoriasis","Yes",-2.67894541223134,0.922640335434891,393,366,0.00405880278286477,0.0262824114628129,"Ax","COMPLETE-ARO-PWY","superpathway of aromatic amino acid biosynthesis","variable",5,"COMPLETE-ARO-PWY-Currently_have_psoriasis"
"360","Currently_have_psoriasis","Yes",-2.31223037218111,0.802904332064313,393,362,0.00435943721598197,0.0274862576184033,"Ax","1CMET2-PWY","N10-formyl-tetrahydrofolate biosynthesis","variable",5,"1CMET2-PWY-Currently_have_psoriasis"
"361","Currently_have_psoriasis","Yes",-2.34292308107824,0.82665751386839,393,379,0.00499909449619407,0.0301472110839184,"Ax","PWY-6897","thiamin salvage II","variable",5,"PWY-6897-Currently_have_psoriasis"
"362","Currently_have_psoriasis","Yes",-2.34811076474377,0.830228926433998,393,367,0.0051023585192122,0.0303072423321627,"Ax","PWY-841","superpathway of purine nucleotides de novo biosynthesis I","variable",5,"PWY-841-Currently_have_psoriasis"
"363","Currently_have_psoriasis","Yes",-3.20843507465924,1.16417721192473,393,367,0.00632671728566394,0.0357007618262465,"Ax","NONMEVIPP-PWY","methylerythritol phosphate pathway I","variable",5,"NONMEVIPP-PWY-Currently_have_psoriasis"
"364","Currently_have_psoriasis","Yes",-1.11150918320228,0.408386487760236,393,380,0.0069816860648632,0.0380692784700111,"Ax","PWY-7197","pyrimidine deoxyribonucleotide phosphorylation","variable",5,"PWY-7197-Currently_have_psoriasis"
"365","Currently_have_psoriasis","Yes",-2.71403657981547,1.02314130745018,393,337,0.00855333895331637,0.0422321110819996,"Ax","SULFATE-CYS-PWY","superpathway of sulfate assimilation and cysteine biosynthesis","variable",5,"SULFATE-CYS-PWY-Currently_have_psoriasis"
"366","Currently_have_psoriasis","Yes",-0.984601504622257,0.374926257920528,393,383,0.0092285741880229,0.0444547171252323,"Ax","PWY-7228","superpathway of guanosine nucleotides de novo biosynthesis I","variable",5,"PWY-7228-Currently_have_psoriasis"
"367","Currently_have_psoriasis","Yes",-3.50074726416226,1.35395503005624,393,315,0.0103684754719575,0.0470752622002669,"Ax","PWY-5667","CDP-diacylglycerol biosynthesis I","variable",5,"PWY-5667-Currently_have_psoriasis"
"368","Currently_have_psoriasis","Yes",-3.5041439105016,1.35497736830896,393,315,0.010352411776205,0.0470752622002669,"Ax","PWY0-1319","CDP-diacylglycerol biosynthesis II","variable",5,"PWY0-1319-Currently_have_psoriasis"
"369","Currently_have_skin_conditions_not_described_above","Yes",0.996322590684859,0.312845656287727,393,373,0.00168456010805615,0.0225559743282095,"Ax","PWY-3001","superpathway of L-isoleucine biosynthesis I","variable",172,"PWY-3001-Currently_have_skin_conditions_not_described_above"
"370","Currently_have_skin_conditions_not_described_above","Yes",0.97030680429835,0.327374435023377,393,377,0.00341651939568605,0.037182787781787,"Ax","ILEUSYN-PWY","L-isoleucine biosynthesis I (from threonine)","variable",172,"ILEUSYN-PWY-Currently_have_skin_conditions_not_described_above"
"371","Currently_undergoing_skin_medical_treament","Yes",-1.80079817005522,0.472752385029801,393,378,0.00018935166790618,0.00404291399042925,"Ax","PWY-6123","inosine-5'-phosphate biosynthesis I","variable",8,"PWY-6123-Currently_undergoing_skin_medical_treament"
"372","Currently_undergoing_skin_medical_treament","Yes",-1.83360225636092,0.503127564614914,393,378,0.000347066896623374,0.00583367762409501,"Ax","PWY-6124","inosine-5'-phosphate biosynthesis II","variable",8,"PWY-6124-Currently_undergoing_skin_medical_treament"
"373","Currently_undergoing_skin_medical_treament","Yes",-1.74296093534491,0.511619023239336,393,375,0.000804757611690122,0.0117733058006518,"Ax","PWY-5189","tetrapyrrole biosynthesis II (from glycine)","variable",8,"PWY-5189-Currently_undergoing_skin_medical_treament"
"374","Currently_undergoing_skin_medical_treament","Yes",-1.74111851362063,0.535791386996148,393,373,0.00136817579330984,0.0158949834810996,"Ax","PWY-3001","superpathway of L-isoleucine biosynthesis I","variable",8,"PWY-3001-Currently_undergoing_skin_medical_treament"
"375","Currently_undergoing_skin_medical_treament","Yes",-1.68324041183279,0.525796570654597,393,379,0.00160896015620915,0.0184214278754381,"Ax","PWY-7111","pyruvate fermentation to isobutanol (engineered)","variable",8,"PWY-7111-Currently_undergoing_skin_medical_treament"
"376","Currently_undergoing_skin_medical_treament","Yes",-1.94397791476813,0.655438992822764,393,377,0.00340971969741334,0.0286819207840627,"Ax","PWY-5103","L-isoleucine biosynthesis III","variable",8,"PWY-5103-Currently_undergoing_skin_medical_treament"
"377","Currently_undergoing_skin_medical_treament","Yes",-1.30808144118423,0.442469908252857,393,380,0.00352170419753682,0.0286819207840627,"Ax","PWY-6122","5-aminoimidazole ribonucleotide biosynthesis II","variable",8,"PWY-6122-Currently_undergoing_skin_medical_treament"
"378","Currently_undergoing_skin_medical_treament","Yes",-1.30808144118423,0.442469908252857,393,380,0.00352170419753682,0.0286819207840627,"Ax","PWY-6277","superpathway of 5-aminoimidazole ribonucleotide biosynthesis","variable",8,"PWY-6277-Currently_undergoing_skin_medical_treament"
"379","Currently_undergoing_skin_medical_treament","Yes",-2.13648995169604,0.721881234902437,393,371,0.00347361241091854,0.0286819207840627,"Ax","PWY-6386","UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)","variable",8,"PWY-6386-Currently_undergoing_skin_medical_treament"
"380","Currently_undergoing_skin_medical_treament","Yes",-0.956868363007205,0.327284228987519,393,381,0.00390862956780865,0.0305724490947409,"Ax","PWY-6151","S-adenosyl-L-methionine cycle I","variable",8,"PWY-6151-Currently_undergoing_skin_medical_treament"
"381","Currently_undergoing_skin_medical_treament","Yes",-1.84783729765663,0.644476133332828,393,377,0.00461471792072469,0.0340712818446028,"Ax","BRANCHED-CHAIN-AA-SYN-PWY","superpathway of branched amino acid biosynthesis","variable",8,"BRANCHED-CHAIN-AA-SYN-PWY-Currently_undergoing_skin_medical_treament"
"382","Currently_undergoing_skin_medical_treament","Yes",-1.56108231581645,0.564169728026576,393,377,0.00622264176673001,0.0416600592857348,"Ax","ILEUSYN-PWY","L-isoleucine biosynthesis I (from threonine)","variable",8,"ILEUSYN-PWY-Currently_undergoing_skin_medical_treament"
"383","Currently_undergoing_skin_medical_treament","Yes",-1.41786622709382,0.52310284452645,393,376,0.00733979050227865,0.0463874759744011,"Ax","PWY-5686","UMP biosynthesis","variable",8,"PWY-5686-Currently_undergoing_skin_medical_treament"
"384","Currently_undergoing_skin_medical_treament","Yes",-1.68070465997387,0.624776093170785,393,368,0.00777911322429629,0.0469532277261903,"Ax","PEPTIDOGLYCANSYN-PWY","peptidoglycan biosynthesis I (meso-diaminopimelate containing)","variable",8,"PEPTIDOGLYCANSYN-PWY-Currently_undergoing_skin_medical_treament"
"385","Currently_undergoing_skin_medical_treament","Yes",-1.75356646600796,0.654097141865755,393,368,0.00798761072487866,0.0469532277261903,"Ax","PWY-6387","UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)","variable",8,"PWY-6387-Currently_undergoing_skin_medical_treament"
"386","Currently_undergoing_skin_medical_treament","Yes",-1.31574393765226,0.490526486927979,393,377,0.00795878615439195,0.0469532277261903,"Ax","PWY-7229","superpathway of adenosine nucleotides de novo biosynthesis I","variable",8,"PWY-7229-Currently_undergoing_skin_medical_treament"
"387","Currently_undergoing_skin_medical_treament","Yes",-1.7869646364904,0.672752692373047,393,370,0.00857367214457883,0.0494394233154546,"Ax","PWY-7234","inosine-5'-phosphate biosynthesis III","variable",8,"PWY-7234-Currently_undergoing_skin_medical_treament"
"388","Ethnicity","South East Asian",-1.85185743778348,0.32413313857434,393,374,4.08991089514932e-08,1.29241184286718e-05,"Ax","NONOXIPENT-PWY","pentose phosphate pathway (non-oxidative branch)","variable",40,"NONOXIPENT-PWY-Ethnicity"
"389","Ethnicity","South East Asian",-1.30157579965606,0.247545756277784,393,376,3.83851076255475e-07,6.0648470048365e-05,"Ax","PWY-6126","superpathway of adenosine nucleotides de novo biosynthesis II","variable",40,"PWY-6126-Ethnicity"
"390","Ethnicity","South East Asian",-1.30637568050629,0.25645723712573,393,377,8.30108721406422e-07,8.74381186548097e-05,"Ax","PWY-7229","superpathway of adenosine nucleotides de novo biosynthesis I","variable",40,"PWY-7229-Ethnicity"
"391","Ethnicity","South East Asian",-1.59547132452144,0.319850119807632,393,374,1.3465507835244e-06,9.61016102998289e-05,"Ax","PANTO-PWY","phosphopantothenate biosynthesis I","variable",40,"PANTO-PWY-Ethnicity"
"392","Ethnicity","South East Asian",-1.22003820042909,0.249483055918622,393,378,2.12883313955317e-06,9.61016102998289e-05,"Ax","PWY-6123","inosine-5'-phosphate biosynthesis I","variable",40,"PWY-6123-Ethnicity"
"393","Ethnicity","South East Asian",-1.05539789803532,0.214591583163763,393,378,1.87737329096446e-06,9.61016102998289e-05,"Ax","PWY-6125","superpathway of guanosine nucleotides de novo biosynthesis II","variable",40,"PWY-6125-Ethnicity"
"394","Ethnicity","South East Asian",-1.62143248410821,0.327369837924804,393,367,1.58200114057915e-06,9.61016102998289e-05,"Ax","PWY-841","superpathway of purine nucleotides de novo biosynthesis I","variable",40,"PWY-841-Ethnicity"
"395","Ethnicity","South East Asian",-2.53034941744584,0.532795446390126,393,342,3.93188592523484e-06,0.000155309494046776,"Ax","PWY-1861","formaldehyde assimilation II (RuMP Cycle)","variable",40,"PWY-1861-Ethnicity"
"396","Ethnicity","South East Asian",-1.13804835890609,0.242334426584224,393,378,5.05279225999014e-06,0.000177409150461876,"Ax","PWY-6121","5-aminoimidazole ribonucleotide biosynthesis I","variable",40,"PWY-6121-Ethnicity"
"397","Ethnicity","South East Asian",-1.29734494286435,0.278657208738503,393,379,6.02245700720421e-06,0.000190309641427653,"Ax","PWY-7111","pyruvate fermentation to isobutanol (engineered)","variable",40,"PWY-7111-Ethnicity"
"398","Ethnicity","South East Asian",-1.58185702853824,0.342953560041566,393,377,7.24249526665372e-06,0.000190719042021881,"Ax","PWY-5103","L-isoleucine biosynthesis III","variable",40,"PWY-5103-Ethnicity"
"399","Ethnicity","South East Asian",-1.21598325076886,0.263067780233779,393,378,6.94595534323454e-06,0.000190719042021881,"Ax","PWY-6124","inosine-5'-phosphate biosynthesis II","variable",40,"PWY-6124-Ethnicity"
"400","Ethnicity","South East Asian",-1.59868199039273,0.348516749619604,393,370,8.03599667836425e-06,0.000195336534643316,"Ax","PWY-7234","inosine-5'-phosphate biosynthesis III","variable",40,"PWY-7234-Ethnicity"
"401","Ethnicity","South East Asian",-1.23534998684043,0.27043598522843,393,376,8.76667329074058e-06,0.000197876339991002,"Ax","PWY-5686","UMP biosynthesis","variable",40,"PWY-5686-Ethnicity"
"402","Ethnicity","South East Asian",-2.10251070503902,0.466913094840657,393,359,1.14793405312479e-05,0.000241831440524955,"Ax","SO4ASSIM-PWY","sulfate reduction I (assimilatory)","variable",40,"SO4ASSIM-PWY-Ethnicity"
"403","Ethnicity","South Asian",-2.63382914437535,0.59354509859477,393,350,1.51144764917425e-05,0.000256235650442958,"Ax","LACTOSECAT-PWY","lactose and galactose degradation I","variable",40,"LACTOSECAT-PWY-Ethnicity"
"404","Ethnicity","South East Asian",-1.02105248603909,0.230079168624824,393,380,1.54065739190386e-05,0.000256235650442958,"Ax","PWY-6122","5-aminoimidazole ribonucleotide biosynthesis II","variable",40,"PWY-6122-Ethnicity"
"405","Ethnicity","South East Asian",-1.02105248603909,0.230079168624824,393,380,1.54065739190386e-05,0.000256235650442958,"Ax","PWY-6277","superpathway of 5-aminoimidazole ribonucleotide biosynthesis","variable",40,"PWY-6277-Ethnicity"
"406","Ethnicity","South East Asian",-1.8745787403606,0.421746046934675,393,356,1.47064363524939e-05,0.000256235650442958,"Ax","TCA","TCA cycle I (prokaryotic)","variable",40,"TCA-Ethnicity"
"407","Ethnicity","South Asian",-1.34007911655153,0.304937040100132,393,382,1.83482257545468e-05,0.000289901966921839,"Ax","PWY-4981","L-proline biosynthesis II (from arginine)","variable",40,"PWY-4981-Ethnicity"
"408","Ethnicity","South East Asian",-1.4756679252465,0.337307406528279,393,377,1.98888318682585e-05,0.0002992795652557,"Ax","BRANCHED-CHAIN-AA-SYN-PWY","superpathway of branched amino acid biosynthesis","variable",40,"BRANCHED-CHAIN-AA-SYN-PWY-Ethnicity"
"409","Ethnicity","South East Asian",-2.55674726610457,0.592731053102088,393,350,2.54205797724177e-05,0.000365131964003817,"Ax","LACTOSECAT-PWY","lactose and galactose degradation I","variable",40,"LACTOSECAT-PWY-Ethnicity"
"410","Ethnicity","South Asian",-2.33552490602116,0.55679074718894,393,325,4.1267723634191e-05,0.000566982637756712,"Ax","PWY-6703","preQ0 biosynthesis","variable",40,"PWY-6703-Ethnicity"
"411","Ethnicity","South Asian",-1.92385835939082,0.467795051918192,393,359,5.7374304074405e-05,0.000755428336979666,"Ax","SO4ASSIM-PWY","sulfate reduction I (assimilatory)","variable",40,"SO4ASSIM-PWY-Ethnicity"
"412","Ethnicity","South East Asian",-2.26378658815528,0.556043147241008,393,325,6.77441998846056e-05,0.000856286686541414,"Ax","PWY-6703","preQ0 biosynthesis","variable",40,"PWY-6703-Ethnicity"
"413","Ethnicity","South East Asian",-1.22942622982761,0.302759006368274,393,368,7.08985847190051e-05,0.000861690491200216,"Ax","PWY-6163","chorismate biosynthesis from 3-dehydroquinate","variable",40,"PWY-6163-Ethnicity"
"414","Ethnicity","South East Asian",-1.11028718183403,0.278838228695859,393,373,9.67266369923823e-05,0.00101885390965309,"Ax","PWY-3001","superpathway of L-isoleucine biosynthesis I","variable",40,"PWY-3001-Ethnicity"
"415","Ethnicity","South East Asian",-0.520054326461055,0.131585023463071,393,383,9.19172424133246e-05,0.00101885390965309,"Ax","PWY-5188","tetrapyrrole biosynthesis I (from glutamate)","variable",40,"PWY-5188-Ethnicity"
"416","Ethnicity","South East Asian",-2.05574296574948,0.513841293771774,393,352,8.93688534501804e-05,0.00101885390965309,"Ax","PWY-6700","queuosine biosynthesis","variable",40,"PWY-6700-Ethnicity"
"417","Ethnicity","South Asian",-1.26742677344093,0.324751366900794,393,374,0.000130628805153101,0.00133157104607677,"Ax","NONOXIPENT-PWY","pentose phosphate pathway (non-oxidative branch)","variable",40,"NONOXIPENT-PWY-Ethnicity"
"418","Ethnicity","South Asian",-2.06073208504116,0.533782051259234,393,342,0.000153141787488385,0.0015122751514478,"Ax","PWY-1861","formaldehyde assimilation II (RuMP Cycle)","variable",40,"PWY-1861-Ethnicity"
"419","Ethnicity","South Asian",-1.23521221943755,0.328096857460904,393,367,0.00022024930283531,0.00210905393018055,"Ax","PWY-841","superpathway of purine nucleotides de novo biosynthesis I","variable",40,"PWY-841-Ethnicity"
"420","Ethnicity","South East Asian",-1.80023241560669,0.481568388492367,393,341,0.000243323828611401,0.00226148028944714,"Ax","TRPSYN-PWY","L-tryptophan biosynthesis","variable",40,"TRPSYN-PWY-Ethnicity"
"421","Ethnicity","South East Asian",-1.13019581403676,0.304289750289804,393,382,0.000267682507181881,0.0024167906362707,"Ax","PWY-4981","L-proline biosynthesis II (from arginine)","variable",40,"PWY-4981-Ethnicity"
"422","Ethnicity","South East Asian",-0.956099177132035,0.264045150569012,393,375,0.000375003820930857,0.00320273533551759,"Ax","THRESYN-PWY","superpathway of L-threonine biosynthesis","variable",40,"THRESYN-PWY-Ethnicity"
