"","ID","metadata","Dermotype_size","coef","stderr","N","N.not.0","pval","qval","Site","class","Superclass1","Superclass2","Superclass3","Superclass4","label_1","label_2","pwy","prev","HighPrev","Type","ave_abund","rank","percentile","Subclass"
"275","ENTBACSYN-PWY","binary_outcome","Ax-1",-0.780566543251642,0.229519930510931,393,90,0.000741802016568159,0.00622280502740137,"Ax","Biosynthesis|Siderophores-Biosynthesis","Biosynthesis","Siderophores-Biosynthesis",NA,NA,"Siderophores-Syn"," ","enterobactin biosynthesis",0.10655737704918,"N","all_low",0.000220960188146464,169,0.685393258426966,"Siderophores Syn"
"276","GLUCONEO-PWY","binary_outcome","Ax-1",-0.687470669410858,0.268974685679516,393,135,0.0109814276099092,0.0438147869284255,"Ax","Biosynthesis|Carbohydrates-Biosynthesis|CARBO-BIOSYNTHESIS|Gluconeogenesis","Biosynthesis","Carbohydrates-Biosynthesis","CARBO-BIOSYNTHESIS","Gluconeogenesis","Carbohydrates-Syn","Carbo-Syn","gluconeogenesis I",0.19672131147541,"N","all_low",0.000137757612495338,188,0.649812734082397,"Carbohydrate metabolism"
"277","GLUTORN-PWY","binary_outcome","Ax-1",-1.52064414530044,0.283443426852025,393,339,1.40691065608166e-07,1.0104176530041e-05,"Ax","Biosynthesis|Amino-Acid-Biosynthesis|Other-Amino-Acid-Biosynthesis","Biosynthesis","Amino-Acid-Biosynthesis","Other-Amino-Acid-Biosynthesis",NA,"Amino-Acid-Syn","Other-Amino-Acid-Syn","L-ornithine biosynthesis",0.770491803278688,"N","variable",0.00124111467915083,110,0.795880149812734,"Amino acid metabolism"
"278","HEMESYN2-PWY","binary_outcome","Ax-1",1.3515254050508,0.437637315551074,393,284,0.00216041776920618,0.0137230666454188,"Ax","Biosynthesis|Cofactor-Biosynthesis|Porphyrin-Compounds-Biosynthesis|HEME-SYN","Biosynthesis","Cofactor-Biosynthesis","Porphyrin-Compounds-Biosynthesis","HEME-SYN","Cofactor-Syn","Porphyrin-Compounds-Syn","heme biosynthesis II (anaerobic)",0.754098360655738,"N","all_low",0.00217822203074959,90,0.833333333333333,"Cofactor Syn"
"279","HISDEG-PWY","binary_outcome","Ax-1",2.34552098114031,0.280917216609783,393,376,1.55975714260956e-15,6.16104071330775e-13,"Ax","Degradation|Amino-Acid-Degradation|Proteinogenic-Amino-Acids-Degradation|HISTIDINE-DEG","Degradation","Amino-Acid-Degradation","Proteinogenic-Amino-Acids-Degradation","HISTIDINE-DEG","Amino-Acid-Deg","Proteinogenic-Amino-Acids-Deg","L-histidine degradation I",1,"Y","variable",0.0497743836051748,1,1,"Amino acid metabolism"
"280","HISTSYN-PWY","binary_outcome","Ax-1",-0.655790894776349,0.254967492318268,393,361,0.0105190534800361,0.0429342205017179,"Ax","Biosynthesis|Amino-Acid-Biosynthesis|IND-AMINO-ACID-SYN|HISTIDINE-SYN","Biosynthesis","Amino-Acid-Biosynthesis","IND-AMINO-ACID-SYN","HISTIDINE-SYN","Amino-Acid-Syn","Histidine-Syn","L-histidine biosynthesis",0.89344262295082,"N","variable",0.00615192690102954,55,0.898876404494382,"Amino acid metabolism"
"281","ILEUSYN-PWY","binary_outcome","Ax-1",1.04655253941324,0.196963990117459,393,377,1.8467705633102e-07,1.21579062084588e-05,"Ax","Biosynthesis|Amino-Acid-Biosynthesis|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN","Biosynthesis","Amino-Acid-Biosynthesis","IND-AMINO-ACID-SYN","ISOLEUCINE-SYN","Amino-Acid-Syn","Isoleucine-Syn","L-isoleucine biosynthesis I (from threonine)",1,"Y","variable",0.0294882026441174,3.5,0.99438202247191,"Amino acid metabolism"
"282","PANTOSYN-PWY","binary_outcome","Ax-1",-0.81022972210208,0.3234756085214,393,319,0.0126655397475658,0.0476465542884619,"Ax","Biosynthesis|Cofactor-Biosynthesis|CoA-Biosynthesis","Biosynthesis","Cofactor-Biosynthesis","CoA-Biosynthesis",NA,"Cofactor-Syn","Coa-Syn","pantothenate and coenzyme A biosynthesis I",0.704918032786885,"N","variable",0.00165642404288106,97,0.820224719101124,"Cofactor Syn"
"283","PWY-3001","binary_outcome","Ax-1",0.685122456594145,0.198978160576047,393,373,0.000640317235907587,0.00555879798205487,"Ax","Biosynthesis|Amino-Acid-Biosynthesis|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN","Biosynthesis","Amino-Acid-Biosynthesis","IND-AMINO-ACID-SYN","ISOLEUCINE-SYN","Amino-Acid-Syn","Isoleucine-Syn","superpathway of L-isoleucine biosynthesis I",1,"Y","variable",0.00941974876311954,44,0.919475655430712,"Amino acid metabolism"
"284","PWY-4242","binary_outcome","Ax-1",-1.54445344158558,0.382586275374441,393,329,6.5376710081603e-05,0.0009284740241979,"Ax","Biosynthesis|Cofactor-Biosynthesis|CoA-Biosynthesis","Biosynthesis","Cofactor-Biosynthesis","CoA-Biosynthesis",NA,"Cofactor-Syn","Coa-Syn","pantothenate and coenzyme A biosynthesis III",0.69672131147541,"N","variable",0.00121225165384577,111,0.794007490636704,"Cofactor Syn"
"285","PWY-4981","binary_outcome","Ax-1",-0.701764569965685,0.210970722898032,393,382,0.000965526542829327,0.00761080848025749,"Ax","Biosynthesis|Amino-Acid-Biosynthesis|IND-AMINO-ACID-SYN|PROLINE-SYN","Biosynthesis","Amino-Acid-Biosynthesis","IND-AMINO-ACID-SYN","PROLINE-SYN","Amino-Acid-Syn","Proline-Syn","L-proline biosynthesis II (from arginine)",0.991803278688525,"Y","variable",0.010207902464785,40,0.926966292134832,"Amino acid metabolism"
"286","PWY-4984","binary_outcome","Ax-1",-1.07116727742744,0.399480517732415,393,264,0.00765172280979572,0.0341313802872322,"Ax","Degradation|Noncarbon-Nutrients|NITROGEN-DEG","Degradation","Noncarbon-Nutrients","NITROGEN-DEG",NA,"Noncarbon-Nutrients","Nitrogen-Deg","urea cycle",0.622950819672131,"N","all_low",0.000785732312965741,129,0.760299625468165,"Noncarbon Nutrients"
"287","PWY-5005","binary_outcome","Ax-1",-2.51237938032673,0.396564446954998,393,292,6.69193168574981e-10,1.05732520634847e-07,"Ax","Biosynthesis|Cofactor-Biosynthesis|Vitamin-Biosynthesis|BIOTIN-SYN","Biosynthesis","Cofactor-Biosynthesis","Vitamin-Biosynthesis","BIOTIN-SYN","Vitamin-Syn","Biotin-Syn","biotin biosynthesis II",0.532786885245902,"N","variable",0.000414887619609662,142,0.735955056179775,"Vitamin Syn"
"288","PWY-5030","binary_outcome","Ax-1",1.20799535103455,0.321330943209719,393,129,0.000196751923440647,0.0021892115425086,"Ax","Degradation|Amino-Acid-Degradation|Proteinogenic-Amino-Acids-Degradation|HISTIDINE-DEG","Degradation","Amino-Acid-Degradation","Proteinogenic-Amino-Acids-Degradation","HISTIDINE-DEG","Amino-Acid-Deg","Proteinogenic-Amino-Acids-Deg","L-histidine degradation III",0.467213114754098,"N","all_low",0.00096995485913493,122,0.773408239700375,"Amino acid metabolism"
"289","PWY-5097","binary_outcome","Ax-1",0.71886586094025,0.261477990370155,393,374,0.00626054510335001,0.0297941604316055,"Ax","Biosynthesis|Amino-Acid-Biosynthesis|IND-AMINO-ACID-SYN|LYSINE-SYN","Biosynthesis","Amino-Acid-Biosynthesis","IND-AMINO-ACID-SYN","LYSINE-SYN","Amino-Acid-Syn","Lysine-Syn","L-lysine biosynthesis VI",0.975409836065574,"Y","variable",0.0108298462439366,35,0.936329588014981,"Amino acid metabolism"
"290","PWY-5100","binary_outcome","Ax-1",0.895362616950091,0.314947089525079,393,359,0.00470896298686299,0.0240005210298178,"Ax","Energy-Metabolism|Fermentation|Pyruvate-Degradation","Energy-Metabolism","Fermentation","Pyruvate-Degradation",NA,"Fermentation","Pyruvate-Deg","pyruvate fermentation to acetate and lactate II",0.950819672131147,"Y","variable",0.0090488649772631,45,0.917602996254682,"Energy metabolism"
"291","PWY-5103","binary_outcome","Ax-1",0.791187713766675,0.238139238964228,393,377,0.000980318404723556,0.00761080848025749,"Ax","Biosynthesis|Amino-Acid-Biosynthesis|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN","Biosynthesis","Amino-Acid-Biosynthesis","IND-AMINO-ACID-SYN","ISOLEUCINE-SYN","Amino-Acid-Syn","Isoleucine-Syn","L-isoleucine biosynthesis III",1,"Y","variable",0.0159755723530296,15,0.973782771535581,"Amino acid metabolism"
"292","PWY-5154","binary_outcome","Ax-1",-1.1314677118115,0.340714306781154,393,238,0.000982661348083878,0.00761080848025749,"Ax","Biosynthesis|Amino-Acid-Biosynthesis|IND-AMINO-ACID-SYN|ARGININE-SYN","Biosynthesis","Amino-Acid-Biosynthesis","IND-AMINO-ACID-SYN","ARGININE-SYN","Amino-Acid-Syn","Arginine-Syn","L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.459016393442623,"N","all_low",0.000394040314641208,143,0.734082397003745,"Amino acid metabolism"
"293","PWY-5173","binary_outcome","Ax-1",-1.4780522907965,0.315992000556693,393,359,4.05590476009062e-06,0.00010680549201572,"Ax","Energy-Metabolism|Acetyl-CoA-Biosynthesis","Energy-Metabolism","Acetyl-CoA-Biosynthesis",NA,NA,"Acetyl-Coa-Syn"," ","superpathway of acetyl-CoA biosynthesis",0.918032786885246,"N","variable",0.00354956559201567,76,0.859550561797753,"Energy metabolism"
"294","PWY-5345","binary_outcome","Ax-1",-0.950699449460165,0.311962993923185,393,285,0.00246693114183242,0.0145527921856294,"Ax","Biosynthesis|Amino-Acid-Biosynthesis|IND-AMINO-ACID-SYN|METHIONINE-SYN|Methionine-De-novo-Biosynthesis","Biosynthesis","Amino-Acid-Biosynthesis","IND-AMINO-ACID-SYN","METHIONINE-SYN","Amino-Acid-Syn","Methionine-Syn","superpathway of L-methionine biosynthesis (by sulfhydrylation)",0.631147540983607,"N","all_low",0.00109625500925654,116,0.784644194756554,"Amino acid metabolism"
"295","PWY-5686","binary_outcome","Ax-1",0.827341371385766,0.186734709598758,393,376,1.23624352962732e-05,0.000251780345599436,"Ax","Biosynthesis|Nucleotide-Biosynthesis|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn|Pyrimid-Ribonucleot-De-Novo-Biosyn","Biosynthesis","Nucleotide-Biosynthesis","PYR-NUC-SYN","Pyrimidine-De-Novo-Biosyn","Nucleotide-Syn","Pyrimidine-Syn","UMP biosynthesis",1,"Y","variable",0.0211406715819629,7,0.98876404494382,"Nucleotide metabolism"
"296","PWY-5840","binary_outcome","Ax-1",0.954251387441417,0.310137399761379,393,206,0.00224205657634602,0.0137230666454188,"Ax","Biosynthesis|Cofactor-Biosynthesis|Quinone-Biosynthesis|Menaquinone-Biosynthesis","Biosynthesis","Cofactor-Biosynthesis","Quinone-Biosynthesis","Menaquinone-Biosynthesis","Cofactor-Syn","Quinone-Syn","superpathway of menaquinol-7 biosynthesis",0.622950819672131,"N","all_low",0.00127546420932652,108,0.799625468164794,"Cofactor Syn"
"297","PWY-5918","binary_outcome","Ax-1",-0.742224105457568,0.275295558036121,393,361,0.00732621028740265,0.0336494542270238,"Ax","Biosynthesis|Cofactor-Biosynthesis|Porphyrin-Compounds-Biosynthesis|HEME-SYN","Biosynthesis","Cofactor-Biosynthesis","Porphyrin-Compounds-Biosynthesis","HEME-SYN","Cofactor-Syn","Porphyrin-Compounds-Syn","superpathay of heme biosynthesis from glutamate",0.901639344262295,"N","variable",0.00430885583324105,65,0.880149812734082,"Cofactor Syn"
"298","PWY-5920","binary_outcome","Ax-1",-1.3854954970396,0.34874712809585,393,310,8.47307475817718e-05,0.00113453034897627,"Ax","Biosynthesis|Cofactor-Biosynthesis|Porphyrin-Compounds-Biosynthesis|HEME-SYN","Biosynthesis","Cofactor-Biosynthesis","Porphyrin-Compounds-Biosynthesis","HEME-SYN","Cofactor-Syn","Porphyrin-Compounds-Syn","superpathway of heme biosynthesis from glycine",0.663934426229508,"N","variable",0.00103928556680485,120,0.777153558052434,"Cofactor Syn"
"299","PWY-6121","binary_outcome","Ax-1",0.630670723426182,0.182168403266328,393,378,0.000605006420460839,0.00537028170970857,"Ax","Biosynthesis|Nucleotide-Biosynthesis|PUR-NUC-SYN|AIR-Biosynthesis","Biosynthesis","Nucleotide-Biosynthesis","PUR-NUC-SYN","AIR-Biosynthesis","Nucleotide-Syn","Purine-Syn","5-aminoimidazole ribonucleotide biosynthesis I",1,"Y","variable",0.0186792245458156,10,0.98314606741573,"Nucleotide metabolism"
"300","PWY-6122","binary_outcome","Ax-1",0.53613938182489,0.180782342084947,393,380,0.00325205010141767,0.0177180660697928,"Ax","Biosynthesis|Nucleotide-Biosynthesis|PUR-NUC-SYN|AIR-Biosynthesis","Biosynthesis","Nucleotide-Biosynthesis","PUR-NUC-SYN","AIR-Biosynthesis","Nucleotide-Syn","Purine-Syn","5-aminoimidazole ribonucleotide biosynthesis II",1,"Y","variable",0.0167719933330179,12.5,0.97752808988764,"Nucleotide metabolism"
"301","PWY-6123","binary_outcome","Ax-1",0.694431863303197,0.186733855744254,393,378,0.000234074392924772,0.00246558360547427,"Ax","Biosynthesis|Nucleotide-Biosynthesis|PUR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis|Purine-Ribonuc-De-Novo-Biosynthesis|IMP-Biosynthesis","Biosynthesis","Nucleotide-Biosynthesis","PUR-NUC-SYN","Purine-Nucleotide-De-Novo-Biosynthesis","Nucleotide-Syn","Purine-Syn","inosine-5'-phosphate biosynthesis I",1,"Y","variable",0.0157976418940107,16,0.971910112359551,"Nucleotide metabolism"
"302","PWY-6125","binary_outcome","Ax-1",0.520832476876943,0.165308002666031,393,378,0.0017796459735387,0.0121077994952079,"Ax","Biosynthesis|Nucleotide-Biosynthesis|PUR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis","Biosynthesis","Nucleotide-Biosynthesis","PUR-NUC-SYN","Purine-Nucleotide-De-Novo-Biosynthesis","Nucleotide-Syn","Purine-Syn","superpathway of guanosine nucleotides de novo biosynthesis II",1,"Y","variable",0.0161644865569903,14,0.97565543071161,"Nucleotide metabolism"
"303","PWY-6147","binary_outcome","Ax-1",-1.39569954997554,0.280656791604445,393,352,1.01764901669876e-06,4.46634846217788e-05,"Ax","Biosynthesis|Cofactor-Biosynthesis|Vitamin-Biosynthesis|Folate-Biosynthesis|6-HM-Dihydropterin-PP-Biosynthesis","Biosynthesis","Cofactor-Biosynthesis","Vitamin-Biosynthesis","Folate-Biosynthesis","Vitamin-Syn","Folate-Syn","6-hydroxymethyl-dihydropterin diphosphate biosynthesis I",0.836065573770492,"N","variable",0.00356671768394869,75,0.861423220973783,"Vitamin Syn"
"304","PWY-6163","binary_outcome","Ax-1",0.831924395297489,0.200908512679049,393,368,4.26070836701833e-05,0.000693479080122864,"Ax","Biosynthesis|AROMATIC-COMPOUNDS-BIOSYN|Chorismate-Biosynthesis","Biosynthesis","AROMATIC-COMPOUNDS-BIOSYN","Chorismate-Biosynthesis",NA,"Aromatic-Compounds-Syn","Chorismate-Syn","chorismate biosynthesis from 3-dehydroquinate",1,"Y","variable",0.0136161070166299,26,0.953183520599251,"Aromatic Compounds Syn"
"305","PWY-6168","binary_outcome","Ax-1",1.89311216269118,0.334569052256234,393,328,3.05325168626575e-08,3.44581261735706e-06,"Ax","Biosynthesis|Cofactor-Biosynthesis|Vitamin-Biosynthesis|Flavin-Biosynthesis","Biosynthesis","Cofactor-Biosynthesis","Vitamin-Biosynthesis","Flavin-Biosynthesis","Vitamin-Syn","Flavin-Syn","flavin biosynthesis III (fungi)",0.950819672131147,"Y","variable",0.00560926369960584,56,0.897003745318352,"Vitamin Syn"
"306","PWY-6277","binary_outcome","Ax-1",0.53613938182489,0.180782342084947,393,380,0.00325205010141767,0.0177180660697928,"Ax","Biosynthesis|Nucleotide-Biosynthesis|PUR-NUC-SYN|AIR-Biosynthesis","Biosynthesis","Nucleotide-Biosynthesis","PUR-NUC-SYN","AIR-Biosynthesis","Nucleotide-Syn","Purine-Syn","superpathway of 5-aminoimidazole ribonucleotide biosynthesis",1,"Y","variable",0.0167719933330179,12.5,0.97752808988764,"Nucleotide metabolism"
"307","PWY-6386","binary_outcome","Ax-1",0.816274097174012,0.269662499884752,393,371,0.00264364142265516,0.0150250124021408,"Ax","Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Acetylmuramoyl-Pentapeptide-Biosynthesis","Biosynthesis","Cell-Structure-Biosynthesis","Cell-Wall-Biosynthesis","Acetylmuramoyl-Pentapeptide-Biosynthesis","Cell-Structure-Syn","Cell-Wall-Syn","UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)",0.991803278688525,"Y","variable",0.00958550872236006,42,0.923220973782772,"Cell Structure Syn"
"308","PWY-6387","binary_outcome","Ax-1",0.996719875746994,0.238014203977479,393,368,3.51487603562487e-05,0.000631080015487193,"Ax","Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Acetylmuramoyl-Pentapeptide-Biosynthesis","Biosynthesis","Cell-Structure-Biosynthesis","Cell-Wall-Biosynthesis","Acetylmuramoyl-Pentapeptide-Biosynthesis","Cell-Structure-Syn","Cell-Wall-Syn","UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)",0.991803278688525,"Y","variable",0.00955582695472479,43,0.921348314606742,"Cell Structure Syn"
"309","PWY-6545","binary_outcome","Ax-1",2.07196747339364,0.319738995166557,393,265,3.04809396438205e-10,6.01998557965454e-08,"Ax","Biosynthesis|Nucleotide-Biosynthesis|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn|Pyrimid-Deoxyribonucleot-De-Novo-Biosyn","Biosynthesis","Nucleotide-Biosynthesis","PYR-NUC-SYN","Pyrimidine-De-Novo-Biosyn","Nucleotide-Syn","Pyrimidine-Syn","pyrimidine deoxyribonucleotides de novo biosynthesis III",0.877049180327869,"N","all_low",0.0102207713733718,39,0.928838951310861,"Nucleotide metabolism"
"310","PWY-6609","binary_outcome","Ax-1",-0.863615052580598,0.311008278790405,393,367,0.00575624844883213,0.0277282699669353,"Ax","Biosynthesis|Nucleotide-Biosynthesis|PUR-NUC-SYN|Purine-Nucleotides-Salvage|Adenine-Adenosine-Salvage","Biosynthesis","Nucleotide-Biosynthesis","PUR-NUC-SYN","Purine-Nucleotides-Salvage","Nucleotide-Syn","Purine-Syn","adenine and adenosine salvage III",0.90983606557377,"N","variable",0.00384831375804465,70,0.870786516853933,"Nucleotide metabolism"
"311","PWY-6700","binary_outcome","Ax-1",-1.06391692679731,0.33143498457902,393,352,0.00143801430389735,0.00987853304416438,"Ax","Biosynthesis|Nucleotide-Biosynthesis|Nucleic-Acid-Processing","Biosynthesis","Nucleotide-Biosynthesis","Nucleic-Acid-Processing",NA,"Nucleotide-Syn","Nucleic-Acid-Processing","queuosine biosynthesis",0.885245901639344,"N","variable",0.00264167055419646,86,0.840823970037453,"Nucleotide metabolism"
"312","PWY-6737","binary_outcome","Ax-1",-1.44364613974032,0.445356248763575,393,266,0.00129614614302075,0.00921143165206607,"Ax","Degradation|Carbohydrates-Degradation|POLYSACCHARIDES-DEG|Starch-Degradation","Degradation","Carbohydrates-Degradation","POLYSACCHARIDES-DEG","Starch-Degradation","Carbohydrates-Deg","Polysaccharides-Deg","starch degradation V",0.524590163934426,"N","all_low",0.000470079869965296,140,0.739700374531835,"Carbohydrate metabolism"
"313","PWY-6936","binary_outcome","Ax-1",-0.972161123427019,0.240521131838858,393,372,6.4112549651636e-05,0.0009284740241979,"Ax","Biosynthesis|Amino-Acid-Biosynthesis|Other-Amino-Acid-Biosynthesis","Biosynthesis","Amino-Acid-Biosynthesis","Other-Amino-Acid-Biosynthesis",NA,"Amino-Acid-Syn","Other-Amino-Acid-Syn","seleno-amino acid biosynthesis",0.950819672131147,"Y","variable",0.00374537233649837,71,0.868913857677903,"Amino acid metabolism"
"314","PWY-7111","binary_outcome","Ax-1",0.580157312747471,0.203356440286911,393,379,0.00458702203850426,0.023530827340379,"Ax","Energy-Metabolism|Fermentation|Pyruvate-Degradation","Energy-Metabolism","Fermentation","Pyruvate-Degradation",NA,"Fermentation","Pyruvate-Deg","pyruvate fermentation to isobutanol (engineered)",1,"Y","variable",0.0152713496537532,20,0.964419475655431,"Energy metabolism"
"315","PWY-7184","binary_outcome","Ax-1",0.90355546092533,0.23683783806219,393,369,0.000161215190953197,0.00187294118901508,"Ax","Biosynthesis|Nucleotide-Biosynthesis|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn|Pyrimid-Deoxyribonucleot-De-Novo-Biosyn","Biosynthesis","Nucleotide-Biosynthesis","PYR-NUC-SYN","Pyrimidine-De-Novo-Biosyn","Nucleotide-Syn","Pyrimidine-Syn","pyrimidine deoxyribonucleotides de novo biosynthesis I",0.975409836065574,"Y","variable",0.0143221515921003,22,0.960674157303371,"Nucleotide metabolism"
"316","PWY-7208","binary_outcome","Ax-1",-0.402081630888957,0.112171394145907,393,383,0.000386936833787195,0.00382100123364855,"Ax","Biosynthesis|Nucleotide-Biosynthesis|PYR-NUC-SYN|Pyrimidine-Nucleotide-Salvage","Biosynthesis","Nucleotide-Biosynthesis","PYR-NUC-SYN","Pyrimidine-Nucleotide-Salvage","Nucleotide-Syn","Pyrimidine-Syn","superpathway of pyrimidine nucleobases salvage",1,"Y","variable",0.0118048086335812,30,0.945692883895131,"Nucleotide metabolism"
"317","PWY-7220","binary_outcome","Ax-1",0.449100495009889,0.128282545083261,393,383,0.00052281950653607,0.00474744149613213,"Ax","Biosynthesis|Nucleotide-Biosynthesis|PUR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis|Purine-Deoxyribonuc-De-Novo-Biosynthesis|Adenosine-Deoxy-Denovo-Bbiosynthesis","Biosynthesis","Nucleotide-Biosynthesis","PUR-NUC-SYN","Purine-Nucleotide-De-Novo-Biosynthesis","Nucleotide-Syn","Purine-Syn","adenosine deoxyribonucleotides de novo biosynthesis II",1,"Y","variable",0.0233726624936329,5.5,0.99063670411985,"Nucleotide metabolism"
"318","PWY-7222","binary_outcome","Ax-1",0.449100495009889,0.128282545083261,393,383,0.00052281950653607,0.00474744149613213,"Ax","Biosynthesis|Nucleotide-Biosynthesis|PUR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis|Purine-Deoxyribonuc-De-Novo-Biosynthesis|Guanosine-Deoxy-Denovo-Biosynthesis","Biosynthesis","Nucleotide-Biosynthesis","PUR-NUC-SYN","Purine-Nucleotide-De-Novo-Biosynthesis","Nucleotide-Syn","Purine-Syn","guanosine deoxyribonucleotides de novo biosynthesis II",1,"Y","variable",0.0233726624936329,5.5,0.99063670411985,"Nucleotide metabolism"
"319","PWY-7234","binary_outcome","Ax-1",0.82610350381681,0.245702955908479,393,370,0.000853267845454482,0.00687838365213307,"Ax","Biosynthesis|Nucleotide-Biosynthesis|PUR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis|Purine-Ribonuc-De-Novo-Biosynthesis|IMP-Biosynthesis","Biosynthesis","Nucleotide-Biosynthesis","PUR-NUC-SYN","Purine-Nucleotide-De-Novo-Biosynthesis","Nucleotide-Syn","Purine-Syn","inosine-5'-phosphate biosynthesis III",1,"Y","variable",0.0109114144073623,33,0.940074906367041,"Nucleotide metabolism"
"320","PWY-724","binary_outcome","Ax-1",0.811220730068045,0.252322172324146,393,367,0.00141728499345372,0.00982153635814421,"Ax","Biosynthesis|Amino-Acid-Biosynthesis","Biosynthesis","Amino-Acid-Biosynthesis",NA,NA,"Amino-Acid-Syn"," ","superpathway of L-lysine, L-threonine and L-methionine biosynthesis II",0.967213114754098,"Y","variable",0.00772769039278495,51,0.906367041198502,"Amino acid metabolism"
"321","PWY-7282","binary_outcome","Ax-1",2.47925140100092,0.275578843073604,393,228,1.144096503323e-17,9.0383623762517e-15,"Ax","Biosynthesis|Cofactor-Biosynthesis|Vitamin-Biosynthesis|Thiamine-Biosynthesis","Biosynthesis","Cofactor-Biosynthesis","Vitamin-Biosynthesis","Thiamine-Biosynthesis","Vitamin-Syn","Thiamine-Syn","4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)",0.80327868852459,"N","all_low",0.00354051064489435,77,0.857677902621723,"Vitamin Syn"
"322","PWY-7391","binary_outcome","Ax-1",-1.70189112498719,0.359849839935154,393,140,3.19215252161505e-06,8.89736683531758e-05,"Ax","Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis|ISOPRENOIDS","Biosynthesis","SECONDARY-METABOLITE-BIOSYNTHESIS","Terpenoid-Biosynthesis","ISOPRENOIDS","Secondary-Metabolite-Syn","Terpenoid-Syn","isoprene biosynthesis II (engineered)",0.188524590163934,"N","all_low",0.000206403327800943,177,0.670411985018727,"Secondary metabolite metabolism"
"323","PWY-7400","binary_outcome","Ax-1",-1.74005263204018,0.357291205909199,393,335,1.64795243186874e-06,6.19944010083955e-05,"Ax","Biosynthesis|Amino-Acid-Biosynthesis|IND-AMINO-ACID-SYN|ARGININE-SYN","Biosynthesis","Amino-Acid-Biosynthesis","IND-AMINO-ACID-SYN","ARGININE-SYN","Amino-Acid-Syn","Arginine-Syn","L-arginine biosynthesis IV (archaebacteria)",0.745901639344262,"N","variable",0.00314339635675312,79,0.853932584269663,"Amino acid metabolism"
"324","PWY-821","binary_outcome","Ax-1",-1.39712709587523,0.352634476817807,393,198,8.85065228893942e-05,0.00115955844399567,"Ax","Biosynthesis|Amino-Acid-Biosynthesis","Biosynthesis","Amino-Acid-Biosynthesis",NA,NA,"Amino-Acid-Syn"," ","superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)",0.377049180327869,"N","all_low",0.000261706751270849,160,0.702247191011236,"Amino acid metabolism"
"325","PWY-841","binary_outcome","Ax-1",0.753716651137748,0.227752127657413,393,367,0.00102545914477896,0.00786517208131436,"Ax","Biosynthesis|Nucleotide-Biosynthesis|PUR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis","Biosynthesis","Nucleotide-Biosynthesis","PUR-NUC-SYN","Purine-Nucleotide-De-Novo-Biosynthesis","Nucleotide-Syn","Purine-Syn","superpathway of purine nucleotides de novo biosynthesis I",0.991803278688525,"Y","variable",0.0146170671332474,21,0.962546816479401,"Nucleotide metabolism"
"326","PWY-922","binary_outcome","Ax-1",-1.97551885814555,0.355756952735331,393,204,5.39120720733664e-08,5.32381711724494e-06,"Ax","Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis|ISOPRENOIDS|Isopentenyl-Diphosphate-Biosynthesis","Biosynthesis","SECONDARY-METABOLITE-BIOSYNTHESIS","Terpenoid-Biosynthesis","ISOPRENOIDS","Secondary-Metabolite-Syn","Terpenoid-Syn","mevalonate pathway I",0.319672131147541,"N","all_low",0.000575431302708543,137,0.745318352059925,"Secondary metabolite metabolism"
"327","PWY0-1296","binary_outcome","Ax-1",-1.51429635603637,0.365896306455601,393,322,4.30132594000258e-05,0.000693479080122864,"Ax","Degradation|NUCLEO-DEG|Purine-Degradation","Degradation","NUCLEO-DEG","Purine-Degradation",NA,"Nucleo-Deg","Purine-Deg","purine ribonucleosides degradation",0.737704918032787,"N","variable",0.00236842102804347,89,0.835205992509363,"Nucleotide metabolism"
"328","PWY0-1297","binary_outcome","Ax-1",-1.3731060529212,0.338417550411939,393,309,6.05583874697346e-05,0.000902662756624345,"Ax","Degradation|NUCLEO-DEG","Degradation","NUCLEO-DEG",NA,NA,"Nucleo-Deg"," ","superpathway of purine deoxyribonucleosides degradation",0.663934426229508,"N","all_low",0.00106456878281462,118,0.780898876404494,"Nucleotide metabolism"
